"Cycle 1:Pt #002:Co2p Scan"
,Characteristic Energy eV,1.486680e+003,Acquisition Time s,1.250000e+000
Name,,
Position,,
FWHM,,
Area,,
Lineshape,,
K.E.,Counts,Background,Envelope,,B.E.,CPS,Background CPS,Envelope CPS
6.741410e+002,2.361130e+004,2.361130e+004,2.361130e+004,,8.125390e+002,1.888904e+004,1.888904e+004,1.888904e+004
6.742410e+002,2.341170e+004,2.341170e+004,2.341170e+004,,8.124390e+002,1.872936e+004,1.872936e+004,1.872936e+004
6.743410e+002,2.360380e+004,2.360380e+004,2.360380e+004,,8.123390e+002,1.888304e+004,1.888304e+004,1.888304e+004
6.744410e+002,2.355400e+004,2.355400e+004,2.355400e+004,,8.122390e+002,1.884320e+004,1.884320e+004,1.884320e+004
6.745410e+002,2.356250e+004,2.356250e+004,2.356250e+004,,8.121390e+002,1.885000e+004,1.885000e+004,1.885000e+004
6.746410e+002,2.362270e+004,2.362270e+004,2.362270e+004,,8.120390e+002,1.889816e+004,1.889816e+004,1.889816e+004
6.747410e+002,2.364710e+004,2.364710e+004,2.364710e+004,,8.119390e+002,1.891768e+004,1.891768e+004,1.891768e+004
6.748410e+002,2.356760e+004,2.356760e+004,2.356760e+004,,8.118390e+002,1.885408e+004,1.885408e+004,1.885408e+004
6.749410e+002,2.320420e+004,2.320420e+004,2.320420e+004,,8.117390e+002,1.856336e+004,1.856336e+004,1.856336e+004
6.750410e+002,2.346960e+004,2.346960e+004,2.346960e+004,,8.116390e+002,1.877568e+004,1.877568e+004,1.877568e+004
6.751410e+002,2.344860e+004,2.344860e+004,2.344860e+004,,8.115390e+002,1.875888e+004,1.875888e+004,1.875888e+004
6.752410e+002,2.341480e+004,2.341480e+004,2.341480e+004,,8.114390e+002,1.873184e+004,1.873184e+004,1.873184e+004
6.753410e+002,2.329050e+004,2.329050e+004,2.329050e+004,,8.113390e+002,1.863240e+004,1.863240e+004,1.863240e+004
6.754410e+002,2.338080e+004,2.338080e+004,2.338080e+004,,8.112390e+002,1.870464e+004,1.870464e+004,1.870464e+004
6.755410e+002,2.346080e+004,2.346080e+004,2.346080e+004,,8.111390e+002,1.876864e+004,1.876864e+004,1.876864e+004
6.756410e+002,2.336870e+004,2.336870e+004,2.336870e+004,,8.110390e+002,1.869496e+004,1.869496e+004,1.869496e+004
6.757410e+002,2.332120e+004,2.332120e+004,2.332120e+004,,8.109390e+002,1.865696e+004,1.865696e+004,1.865696e+004
6.758410e+002,2.329150e+004,2.329150e+004,2.329150e+004,,8.108390e+002,1.863320e+004,1.863320e+004,1.863320e+004
6.759410e+002,2.349750e+004,2.349750e+004,2.349750e+004,,8.107390e+002,1.879800e+004,1.879800e+004,1.879800e+004
6.760410e+002,2.344150e+004,2.344150e+004,2.344150e+004,,8.106390e+002,1.875320e+004,1.875320e+004,1.875320e+004
6.761410e+002,2.327910e+004,2.327910e+004,2.327910e+004,,8.105390e+002,1.862328e+004,1.862328e+004,1.862328e+004
6.762410e+002,2.337340e+004,2.337340e+004,2.337340e+004,,8.104390e+002,1.869872e+004,1.869872e+004,1.869872e+004
6.763410e+002,2.341430e+004,2.341430e+004,2.341430e+004,,8.103390e+002,1.873144e+004,1.873144e+004,1.873144e+004
6.764410e+002,2.311070e+004,2.311070e+004,2.311070e+004,,8.102390e+002,1.848856e+004,1.848856e+004,1.848856e+004
6.765410e+002,2.336840e+004,2.336840e+004,2.336840e+004,,8.101390e+002,1.869472e+004,1.869472e+004,1.869472e+004
6.766410e+002,2.345090e+004,2.345090e+004,2.345090e+004,,8.100390e+002,1.876072e+004,1.876072e+004,1.876072e+004
6.767410e+002,2.332770e+004,2.332770e+004,2.332770e+004,,8.099390e+002,1.866216e+004,1.866216e+004,1.866216e+004
6.768410e+002,2.307830e+004,2.307830e+004,2.307830e+004,,8.098390e+002,1.846264e+004,1.846264e+004,1.846264e+004
6.769410e+002,2.350570e+004,2.350570e+004,2.350570e+004,,8.097390e+002,1.880456e+004,1.880456e+004,1.880456e+004
6.770410e+002,2.332000e+004,2.332000e+004,2.332000e+004,,8.096390e+002,1.865600e+004,1.865600e+004,1.865600e+004
6.771410e+002,2.353480e+004,2.353480e+004,2.353480e+004,,8.095390e+002,1.882784e+004,1.882784e+004,1.882784e+004
6.772410e+002,2.341400e+004,2.336166e+004,2.336166e+004,,8.094390e+002,1.873120e+004,1.868933e+004,1.868933e+004
6.773410e+002,2.316720e+004,2.336029e+004,2.336029e+004,,8.093390e+002,1.853376e+004,1.868823e+004,1.868823e+004
6.774410e+002,2.344010e+004,2.335972e+004,2.335972e+004,,8.092390e+002,1.875208e+004,1.868777e+004,1.868777e+004
6.775410e+002,2.344350e+004,2.335912e+004,2.335912e+004,,8.091390e+002,1.875480e+004,1.868729e+004,1.868729e+004
6.776410e+002,2.333290e+004,2.335893e+004,2.335893e+004,,8.090390e+002,1.866632e+004,1.868715e+004,1.868715e+004
6.777410e+002,2.341820e+004,2.335851e+004,2.335851e+004,,8.089390e+002,1.873456e+004,1.868681e+004,1.868681e+004
6.778410e+002,2.332960e+004,2.335830e+004,2.335830e+004,,8.088390e+002,1.866368e+004,1.868664e+004,1.868664e+004
6.779410e+002,2.351260e+004,2.335720e+004,2.335720e+004,,8.087390e+002,1.881008e+004,1.868576e+004,1.868576e+004
6.780410e+002,2.334730e+004,2.335713e+004,2.335713e+004,,8.086390e+002,1.867784e+004,1.868570e+004,1.868570e+004
6.781410e+002,2.332110e+004,2.335687e+004,2.335687e+004,,8.085390e+002,1.865688e+004,1.868550e+004,1.868550e+004
6.782410e+002,2.338840e+004,2.335665e+004,2.335665e+004,,8.084390e+002,1.871072e+004,1.868532e+004,1.868532e+004
6.783410e+002,2.319170e+004,2.335548e+004,2.335548e+004,,8.083390e+002,1.855336e+004,1.868438e+004,1.868438e+004
6.784410e+002,2.350790e+004,2.335439e+004,2.335439e+004,,8.082390e+002,1.880632e+004,1.868351e+004,1.868351e+004
6.785410e+002,2.353390e+004,2.335310e+004,2.335310e+004,,8.081390e+002,1.882712e+004,1.868248e+004,1.868248e+004
6.786410e+002,2.369470e+004,2.335065e+004,2.335065e+004,,8.080390e+002,1.895576e+004,1.868052e+004,1.868052e+004
6.787410e+002,2.332000e+004,2.335044e+004,2.335044e+004,,8.079390e+002,1.865600e+004,1.868035e+004,1.868035e+004
6.788410e+002,2.339950e+004,2.335009e+004,2.335009e+004,,8.078390e+002,1.871960e+004,1.868007e+004,1.868007e+004
6.789410e+002,2.317250e+004,2.334883e+004,2.334883e+004,,8.077390e+002,1.853800e+004,1.867906e+004,1.867906e+004
6.790410e+002,2.318200e+004,2.334765e+004,2.334765e+004,,8.076390e+002,1.854560e+004,1.867812e+004,1.867812e+004
6.791410e+002,2.336370e+004,2.334754e+004,2.334754e+004,,8.075390e+002,1.869096e+004,1.867803e+004,1.867803e+004
6.792410e+002,2.336260e+004,2.334743e+004,2.334743e+004,,8.074390e+002,1.869008e+004,1.867794e+004,1.867794e+004
6.793410e+002,2.340330e+004,2.334703e+004,2.334703e+004,,8.073390e+002,1.872264e+004,1.867762e+004,1.867762e+004
6.794410e+002,2.341880e+004,2.334651e+004,2.334651e+004,,8.072390e+002,1.873504e+004,1.867721e+004,1.867721e+004
6.795410e+002,2.344650e+004,2.334580e+004,2.334580e+004,,8.071390e+002,1.875720e+004,1.867664e+004,1.867664e+004
6.796410e+002,2.361880e+004,2.334384e+004,2.334384e+004,,8.070390e+002,1.889504e+004,1.867507e+004,1.867507e+004
6.797410e+002,2.347150e+004,2.334293e+004,2.334293e+004,,8.069390e+002,1.877720e+004,1.867434e+004,1.867434e+004
6.798410e+002,2.337810e+004,2.334267e+004,2.334267e+004,,8.068390e+002,1.870248e+004,1.867414e+004,1.867414e+004
6.799410e+002,2.342490e+004,2.334208e+004,2.334208e+004,,8.067390e+002,1.873992e+004,1.867367e+004,1.867367e+004
6.800410e+002,2.336930e+004,2.334189e+004,2.334189e+004,,8.066390e+002,1.869544e+004,1.867351e+004,1.867351e+004
6.801410e+002,2.373710e+004,2.333906e+004,2.333906e+004,,8.065390e+002,1.898968e+004,1.867124e+004,1.867124e+004
6.802410e+002,2.387640e+004,2.333520e+004,2.333520e+004,,8.064390e+002,1.910112e+004,1.866816e+004,1.866816e+004
6.803410e+002,2.371370e+004,2.333249e+004,2.333249e+004,,8.063390e+002,1.897096e+004,1.866599e+004,1.866599e+004
6.804410e+002,2.368840e+004,2.332994e+004,2.332994e+004,,8.062390e+002,1.895072e+004,1.866395e+004,1.866395e+004
6.805410e+002,2.365010e+004,2.332765e+004,2.332765e+004,,8.061390e+002,1.892008e+004,1.866212e+004,1.866212e+004
6.806410e+002,2.397000e+004,2.332304e+004,2.332304e+004,,8.060390e+002,1.917600e+004,1.865843e+004,1.865843e+004
6.807410e+002,2.373050e+004,2.332012e+004,2.332012e+004,,8.059390e+002,1.898440e+004,1.865610e+004,1.865610e+004
6.808410e+002,2.378180e+004,2.331681e+004,2.331681e+004,,8.058390e+002,1.902544e+004,1.865345e+004,1.865345e+004
6.809410e+002,2.396870e+004,2.331214e+004,2.331214e+004,,8.057390e+002,1.917496e+004,1.864971e+004,1.864971e+004
6.810410e+002,2.374640e+004,2.330903e+004,2.330903e+004,,8.056390e+002,1.899712e+004,1.864722e+004,1.864722e+004
6.811410e+002,2.405180e+004,2.330370e+004,2.330370e+004,,8.055390e+002,1.924144e+004,1.864296e+004,1.864296e+004
6.812410e+002,2.397550e+004,2.329889e+004,2.329889e+004,,8.054390e+002,1.918040e+004,1.863911e+004,1.863911e+004
6.813410e+002,2.391310e+004,2.329449e+004,2.329449e+004,,8.053390e+002,1.913048e+004,1.863559e+004,1.863559e+004
6.814410e+002,2.414400e+004,2.328840e+004,2.328840e+004,,8.052390e+002,1.931520e+004,1.863072e+004,1.863072e+004
6.815410e+002,2.414670e+004,2.328225e+004,2.328225e+004,,8.051390e+002,1.931736e+004,1.862580e+004,1.862580e+004
6.816410e+002,2.430720e+004,2.327490e+004,2.327490e+004,,8.050390e+002,1.944576e+004,1.861992e+004,1.861992e+004
6.817410e+002,2.424900e+004,2.326792e+004,2.326792e+004,,8.049390e+002,1.939920e+004,1.861433e+004,1.861433e+004
6.818410e+002,2.425830e+004,2.326082e+004,2.326082e+004,,8.048390e+002,1.940664e+004,1.860865e+004,1.860865e+004
6.819410e+002,2.432370e+004,2.325320e+004,2.325320e+004,,8.047390e+002,1.945896e+004,1.860256e+004,1.860256e+004
6.820410e+002,2.408140e+004,2.324726e+004,2.324726e+004,,8.046390e+002,1.926512e+004,1.859781e+004,1.859781e+004
6.821410e+002,2.462500e+004,2.323739e+004,2.323739e+004,,8.045390e+002,1.970000e+004,1.858991e+004,1.858991e+004
6.822410e+002,2.446650e+004,2.322858e+004,2.322858e+004,,8.044390e+002,1.957320e+004,1.858286e+004,1.858286e+004
6.823410e+002,2.451020e+004,2.321939e+004,2.321939e+004,,8.043390e+002,1.960816e+004,1.857551e+004,1.857551e+004
6.824410e+002,2.443570e+004,2.321068e+004,2.321068e+004,,8.042390e+002,1.954856e+004,1.856854e+004,1.856854e+004
6.825410e+002,2.483140e+004,2.319906e+004,2.319906e+004,,8.041390e+002,1.986512e+004,1.855925e+004,1.855925e+004
6.826410e+002,2.446600e+004,2.318998e+004,2.318998e+004,,8.040390e+002,1.957280e+004,1.855198e+004,1.855198e+004
6.827410e+002,2.474760e+004,2.317881e+004,2.317881e+004,,8.039390e+002,1.979808e+004,1.854305e+004,1.854305e+004
6.828410e+002,2.482580e+004,2.316701e+004,2.316701e+004,,8.038390e+002,1.986064e+004,1.853361e+004,1.853361e+004
6.829410e+002,2.513720e+004,2.315289e+004,2.315289e+004,,8.037390e+002,2.010976e+004,1.852231e+004,1.852231e+004
6.830410e+002,2.492300e+004,2.314020e+004,2.314020e+004,,8.036390e+002,1.993840e+004,1.851216e+004,1.851216e+004
6.831410e+002,2.478640e+004,2.312840e+004,2.312840e+004,,8.035390e+002,1.982912e+004,1.850272e+004,1.850272e+004
6.832410e+002,2.527120e+004,2.311304e+004,2.311304e+004,,8.034390e+002,2.021696e+004,1.849043e+004,1.849043e+004
6.833410e+002,2.525300e+004,2.309770e+004,2.309770e+004,,8.033390e+002,2.020240e+004,1.847816e+004,1.847816e+004
6.834410e+002,2.505450e+004,2.308368e+004,2.308368e+004,,8.032390e+002,2.004360e+004,1.846694e+004,1.846694e+004
6.835410e+002,2.503880e+004,2.306967e+004,2.306967e+004,,8.031390e+002,2.003104e+004,1.845573e+004,1.845573e+004
6.836410e+002,2.525170e+004,2.305403e+004,2.305403e+004,,8.030390e+002,2.020136e+004,1.844322e+004,1.844322e+004
6.837410e+002,2.542750e+004,2.303701e+004,2.303701e+004,,8.029390e+002,2.034200e+004,1.842961e+004,1.842961e+004
6.838410e+002,2.523560e+004,2.302126e+004,2.302126e+004,,8.028390e+002,2.018848e+004,1.841700e+004,1.841700e+004
6.839410e+002,2.558170e+004,2.300290e+004,2.300290e+004,,8.027390e+002,2.046536e+004,1.840232e+004,1.840232e+004
6.840410e+002,2.533220e+004,2.298621e+004,2.298621e+004,,8.026390e+002,2.026576e+004,1.838897e+004,1.838897e+004
6.841410e+002,2.542730e+004,2.296871e+004,2.296871e+004,,8.025390e+002,2.034184e+004,1.837497e+004,1.837497e+004
6.842410e+002,2.553750e+004,2.295030e+004,2.295030e+004,,8.024390e+002,2.043000e+004,1.836024e+004,1.836024e+004
6.843410e+002,2.569070e+004,2.293066e+004,2.293066e+004,,8.023390e+002,2.055256e+004,1.834453e+004,1.834453e+004
6.844410e+002,2.544830e+004,2.291261e+004,2.291261e+004,,8.022390e+002,2.035864e+004,1.833009e+004,1.833009e+004
6.845410e+002,2.539910e+004,2.289479e+004,2.289479e+004,,8.021390e+002,2.031928e+004,1.831583e+004,1.831583e+004
6.846410e+002,2.554680e+004,2.287578e+004,2.287578e+004,,8.020390e+002,2.043744e+004,1.830063e+004,1.830063e+004
6.847410e+002,2.570260e+004,2.285552e+004,2.285552e+004,,8.019390e+002,2.056208e+004,1.828442e+004,1.828442e+004
6.848410e+002,2.549200e+004,2.283662e+004,2.283662e+004,,8.018390e+002,2.039360e+004,1.826930e+004,1.826930e+004
6.849410e+002,2.544070e+004,2.281796e+004,2.281796e+004,,8.017390e+002,2.035256e+004,1.825437e+004,1.825437e+004
6.850410e+002,2.534670e+004,2.279983e+004,2.279983e+004,,8.016390e+002,2.027736e+004,1.823987e+004,1.823987e+004
6.851410e+002,2.566730e+004,2.277928e+004,2.277928e+004,,8.015390e+002,2.053384e+004,1.822343e+004,1.822343e+004
6.852410e+002,2.529450e+004,2.276125e+004,2.276125e+004,,8.014390e+002,2.023560e+004,1.820900e+004,1.820900e+004
6.853410e+002,2.553180e+004,2.274140e+004,2.274140e+004,,8.013390e+002,2.042544e+004,1.819312e+004,1.819312e+004
6.854410e+002,2.513940e+004,2.272421e+004,2.272421e+004,,8.012390e+002,2.011152e+004,1.817937e+004,1.817937e+004
6.855410e+002,2.519780e+004,2.270648e+004,2.270648e+004,,8.011390e+002,2.015824e+004,1.816518e+004,1.816518e+004
6.856410e+002,2.482570e+004,2.269129e+004,2.269129e+004,,8.010390e+002,1.986056e+004,1.815303e+004,1.815303e+004
6.857410e+002,2.500530e+004,2.267470e+004,2.267470e+004,,8.009390e+002,2.000424e+004,1.813976e+004,1.813976e+004
6.858410e+002,2.479030e+004,2.265954e+004,2.265954e+004,,8.008390e+002,1.983224e+004,1.812763e+004,1.812763e+004
6.859410e+002,2.468140e+004,2.264505e+004,2.264505e+004,,8.007390e+002,1.974512e+004,1.811604e+004,1.811604e+004
6.860410e+002,2.475210e+004,2.262995e+004,2.262995e+004,,8.006390e+002,1.980168e+004,1.810396e+004,1.810396e+004
6.861410e+002,2.469950e+004,2.261511e+004,2.261511e+004,,8.005390e+002,1.975960e+004,1.809209e+004,1.809209e+004
6.862410e+002,2.457900e+004,2.260104e+004,2.260104e+004,,8.004390e+002,1.966320e+004,1.808083e+004,1.808083e+004
6.863410e+002,2.450920e+004,2.258736e+004,2.258736e+004,,8.003390e+002,1.960736e+004,1.806989e+004,1.806989e+004
6.864410e+002,2.458430e+004,2.257305e+004,2.257305e+004,,8.002390e+002,1.966744e+004,1.805844e+004,1.805844e+004
6.865410e+002,2.457820e+004,2.255867e+004,2.255867e+004,,8.001390e+002,1.966256e+004,1.804694e+004,1.804694e+004
6.866410e+002,2.413310e+004,2.254739e+004,2.254739e+004,,8.000390e+002,1.930648e+004,1.803791e+004,1.803791e+004
6.867410e+002,2.414230e+004,2.253596e+004,2.253596e+004,,7.999390e+002,1.931384e+004,1.802877e+004,1.802877e+004
6.868410e+002,2.400180e+004,2.252545e+004,2.252545e+004,,7.998390e+002,1.920144e+004,1.802036e+004,1.802036e+004
6.869410e+002,2.431270e+004,2.251264e+004,2.251264e+004,,7.997390e+002,1.945016e+004,1.801011e+004,1.801011e+004
6.870410e+002,2.393700e+004,2.250243e+004,2.250243e+004,,7.996390e+002,1.914960e+004,1.800195e+004,1.800195e+004
6.871410e+002,2.400670e+004,2.249165e+004,2.249165e+004,,7.995390e+002,1.920536e+004,1.799332e+004,1.799332e+004
6.872410e+002,2.420340e+004,2.247938e+004,2.247938e+004,,7.994390e+002,1.936272e+004,1.798350e+004,1.798350e+004
6.873410e+002,2.415490e+004,2.246737e+004,2.246737e+004,,7.993390e+002,1.932392e+004,1.797390e+004,1.797390e+004
6.874410e+002,2.412800e+004,2.245547e+004,2.245547e+004,,7.992390e+002,1.930240e+004,1.796438e+004,1.796438e+004
6.875410e+002,2.393940e+004,2.244483e+004,2.244483e+004,,7.991390e+002,1.915152e+004,1.795587e+004,1.795587e+004
6.876410e+002,2.415000e+004,2.243261e+004,2.243261e+004,,7.990390e+002,1.932000e+004,1.794609e+004,1.794609e+004
6.877410e+002,2.439270e+004,2.241856e+004,2.241856e+004,,7.989390e+002,1.951416e+004,1.793485e+004,1.793485e+004
6.878410e+002,2.388460e+004,2.240805e+004,2.240805e+004,,7.988390e+002,1.910768e+004,1.792644e+004,1.792644e+004
6.879410e+002,2.391440e+004,2.239726e+004,2.239726e+004,,7.987390e+002,1.913152e+004,1.791781e+004,1.791781e+004
6.880410e+002,2.407490e+004,2.238523e+004,2.238523e+004,,7.986390e+002,1.925992e+004,1.790819e+004,1.790819e+004
6.881410e+002,2.423060e+004,2.237201e+004,2.237201e+004,,7.985390e+002,1.938448e+004,1.789760e+004,1.789760e+004
6.882410e+002,2.460840e+004,2.235598e+004,2.235598e+004,,7.984390e+002,1.968672e+004,1.788478e+004,1.788478e+004
6.883410e+002,2.428210e+004,2.234217e+004,2.234217e+004,,7.983390e+002,1.942568e+004,1.787374e+004,1.787374e+004
6.884410e+002,2.440430e+004,2.232739e+004,2.232739e+004,,7.982390e+002,1.952344e+004,1.786191e+004,1.786191e+004
6.885410e+002,2.453820e+004,2.231154e+004,2.231154e+004,,7.981390e+002,1.963056e+004,1.784924e+004,1.784924e+004
6.886410e+002,2.439020e+004,2.229664e+004,2.229664e+004,,7.980390e+002,1.951216e+004,1.783732e+004,1.783732e+004
6.887410e+002,2.491260e+004,2.227789e+004,2.227789e+004,,7.979390e+002,1.993008e+004,1.782232e+004,1.782232e+004
6.888410e+002,2.503740e+004,2.225812e+004,2.225812e+004,,7.978390e+002,2.002992e+004,1.780649e+004,1.780649e+004
6.889410e+002,2.461130e+004,2.224125e+004,2.224125e+004,,7.977390e+002,1.968904e+004,1.779300e+004,1.779300e+004
6.890410e+002,2.503790e+004,2.222120e+004,2.222120e+004,,7.976390e+002,2.003032e+004,1.777696e+004,1.777696e+004
6.891410e+002,2.561550e+004,2.219688e+004,2.219688e+004,,7.975390e+002,2.049240e+004,1.775750e+004,1.775750e+004
6.892410e+002,2.571040e+004,2.217169e+004,2.217169e+004,,7.974390e+002,2.056832e+004,1.773735e+004,1.773735e+004
6.893410e+002,2.548400e+004,2.214795e+004,2.214795e+004,,7.973390e+002,2.038720e+004,1.771836e+004,1.771836e+004
6.894410e+002,2.548710e+004,2.212402e+004,2.212402e+004,,7.972390e+002,2.038968e+004,1.769921e+004,1.769921e+004
6.895410e+002,2.562370e+004,2.209893e+004,2.209893e+004,,7.971390e+002,2.049896e+004,1.767915e+004,1.767915e+004
6.896410e+002,2.580150e+004,2.207240e+004,2.207240e+004,,7.970390e+002,2.064120e+004,1.765792e+004,1.765792e+004
6.897410e+002,2.583270e+004,2.204544e+004,2.204544e+004,,7.969390e+002,2.066616e+004,1.763635e+004,1.763635e+004
6.898410e+002,2.608850e+004,2.201646e+004,2.201646e+004,,7.968390e+002,2.087080e+004,1.761317e+004,1.761317e+004
6.899410e+002,2.629140e+004,2.198582e+004,2.198582e+004,,7.967390e+002,2.103312e+004,1.758866e+004,1.758866e+004
6.900410e+002,2.654900e+004,2.195312e+004,2.195312e+004,,7.966390e+002,2.123920e+004,1.756249e+004,1.756249e+004
6.901410e+002,2.643300e+004,2.192101e+004,2.192101e+004,,7.965390e+002,2.114640e+004,1.753681e+004,1.753681e+004
6.902410e+002,2.672740e+004,2.188656e+004,2.188656e+004,,7.964390e+002,2.138192e+004,1.750925e+004,1.750925e+004
6.903410e+002,2.651640e+004,2.185337e+004,2.185337e+004,,7.963390e+002,2.121312e+004,1.748270e+004,1.748270e+004
6.904410e+002,2.669590e+004,2.181866e+004,2.181866e+004,,7.962390e+002,2.135672e+004,1.745493e+004,1.745493e+004
6.905410e+002,2.661830e+004,2.178426e+004,2.178426e+004,,7.961390e+002,2.129464e+004,1.742741e+004,1.742741e+004
6.906410e+002,2.635700e+004,2.175149e+004,2.175149e+004,,7.960390e+002,2.108560e+004,1.740119e+004,1.740119e+004
6.907410e+002,2.657970e+004,2.171688e+004,2.171688e+004,,7.959390e+002,2.126376e+004,1.737350e+004,1.737350e+004
6.908410e+002,2.638850e+004,2.168340e+004,2.168340e+004,,7.958390e+002,2.111080e+004,1.734672e+004,1.734672e+004
6.909410e+002,2.622840e+004,2.165082e+004,2.165082e+004,,7.957390e+002,2.098272e+004,1.732066e+004,1.732066e+004
6.910410e+002,2.614540e+004,2.161861e+004,2.161861e+004,,7.956390e+002,2.091632e+004,1.729488e+004,1.729488e+004
6.911410e+002,2.621430e+004,2.158567e+004,2.158567e+004,,7.955390e+002,2.097144e+004,1.726853e+004,1.726853e+004
6.912410e+002,2.581810e+004,2.155533e+004,2.155533e+004,,7.954390e+002,2.065448e+004,1.724426e+004,1.724426e+004
6.913410e+002,2.565240e+004,2.152596e+004,2.152596e+004,,7.953390e+002,2.052192e+004,1.722077e+004,1.722077e+004
