"Cycle 1:CoOTf1:Co2p Scan"
,Characteristic Energy eV,1.486680e+003,Acquisition Time s,2.000000e+000
Name,,"Co 2p","Co 2p","Co 2p","Co 2p","Co 2p",
Position,,"780.41","781.87","786.28","796.79","802.65",
FWHM,,"3.66","3.66","5.74","3.79","4.78",
Area,,"54536.57","40670.65","60855.51","39905.07","31127.76",
Lineshape,,"LA(50)","LA(50)","LA(50)","LA(50)","LA(50)",
K.E.,Counts,"Co 2p","Co 2p","Co 2p","Co 2p","Co 2p",Background,Envelope,,B.E.,CPS,"Co 2p","Co 2p","Co 2p","Co 2p","Co 2p",Background CPS,Envelope CPS
6.791620e+002,6.954990e+004,6.808696e+004,6.808428e+004,6.811790e+004,6.815312e+004,6.899155e+004,6.807083e+004,6.915050e+004,,8.075180e+002,3.477495e+004,3.404348e+004,3.404214e+004,3.405895e+004,3.407656e+004,3.449578e+004,3.403541e+004,3.457525e+004
6.792620e+002,6.956760e+004,6.808100e+004,6.807830e+004,6.811229e+004,6.814860e+004,6.906102e+004,6.806474e+004,6.922223e+004,,8.074180e+002,3.478380e+004,3.404050e+004,3.403915e+004,3.405614e+004,3.407430e+004,3.453051e+004,3.403237e+004,3.461112e+004
6.793620e+002,6.965420e+004,6.807467e+004,6.807196e+004,6.810633e+004,6.814370e+004,6.913708e+004,6.805829e+004,6.930059e+004,,8.073180e+002,3.482710e+004,3.403733e+004,3.403598e+004,3.405316e+004,3.407185e+004,3.456854e+004,3.402914e+004,3.465030e+004
6.794620e+002,7.002530e+004,6.806680e+004,6.806407e+004,6.809884e+004,6.813761e+004,6.921891e+004,6.805029e+004,6.938505e+004,,8.072180e+002,3.501265e+004,3.403340e+004,3.403204e+004,3.404942e+004,3.406880e+004,3.460945e+004,3.402515e+004,3.469252e+004
6.795620e+002,6.984450e+004,6.805963e+004,6.805689e+004,6.809204e+004,6.813226e+004,6.930939e+004,6.804300e+004,6.947821e+004,,8.071180e+002,3.492225e+004,3.402982e+004,3.402845e+004,3.404602e+004,3.406613e+004,3.465470e+004,3.402150e+004,3.473910e+004
6.796620e+002,7.018090e+004,6.805107e+004,6.804831e+004,6.808386e+004,6.812552e+004,6.940677e+004,6.803432e+004,6.957827e+004,,8.070180e+002,3.509045e+004,3.402554e+004,3.402416e+004,3.404193e+004,3.406276e+004,3.470339e+004,3.401716e+004,3.478913e+004
6.797620e+002,6.975880e+004,6.804419e+004,6.804142e+004,6.807735e+004,6.812045e+004,6.951477e+004,6.802731e+004,6.968895e+004,,8.069180e+002,3.487940e+004,3.402210e+004,3.402071e+004,3.403868e+004,3.406023e+004,3.475739e+004,3.401365e+004,3.484447e+004
6.798620e+002,7.016880e+004,6.803561e+004,6.803283e+004,6.806915e+004,6.811369e+004,6.963037e+004,6.801861e+004,6.980723e+004,,8.068180e+002,3.508440e+004,3.401781e+004,3.401642e+004,3.403457e+004,3.405685e+004,3.481518e+004,3.400930e+004,3.490361e+004
6.799620e+002,7.085910e+004,6.802421e+004,6.802141e+004,6.805811e+004,6.810409e+004,6.975300e+004,6.800707e+004,6.993255e+004,,8.067180e+002,3.542955e+004,3.401210e+004,3.401070e+004,3.402905e+004,3.405205e+004,3.487650e+004,3.400353e+004,3.496628e+004
6.800620e+002,7.014730e+004,6.801565e+004,6.801283e+004,6.804991e+004,6.809734e+004,6.988870e+004,6.799837e+004,7.007095e+004,,8.066180e+002,3.507365e+004,3.400782e+004,3.400642e+004,3.402496e+004,3.404867e+004,3.494435e+004,3.399918e+004,3.503547e+004
6.801620e+002,7.084140e+004,6.800423e+004,6.800140e+004,6.803886e+004,6.808819e+004,7.003225e+004,6.798682e+004,7.021766e+004,,8.065180e+002,3.542070e+004,3.400211e+004,3.400070e+004,3.401943e+004,3.404409e+004,3.501613e+004,3.399341e+004,3.510883e+004
6.802620e+002,7.076700e+004,6.799307e+004,6.799022e+004,6.802806e+004,6.807936e+004,7.018711e+004,6.797552e+004,7.037573e+004,,8.064180e+002,3.538350e+004,3.399653e+004,3.399511e+004,3.401403e+004,3.403968e+004,3.509355e+004,3.398776e+004,3.518787e+004
6.803620e+002,7.110420e+004,6.798049e+004,6.797763e+004,6.801594e+004,6.806911e+004,7.035193e+004,6.796281e+004,7.054387e+004,,8.063180e+002,3.555210e+004,3.399025e+004,3.398881e+004,3.400797e+004,3.403456e+004,3.517597e+004,3.398140e+004,3.527193e+004
6.804620e+002,7.090390e+004,6.796868e+004,6.796580e+004,6.800458e+004,6.805963e+004,7.052919e+004,6.795086e+004,7.072444e+004,,8.062180e+002,3.545195e+004,3.398434e+004,3.398290e+004,3.400229e+004,3.402981e+004,3.526460e+004,3.397543e+004,3.536222e+004
6.805620e+002,7.123130e+004,6.795548e+004,6.795260e+004,6.799184e+004,6.804876e+004,7.071691e+004,6.793753e+004,7.091547e+004,,8.061180e+002,3.561565e+004,3.397774e+004,3.397630e+004,3.399592e+004,3.402438e+004,3.535845e+004,3.396876e+004,3.545774e+004
6.806620e+002,7.164790e+004,6.794055e+004,6.793765e+004,6.797735e+004,6.803615e+004,7.091491e+004,6.792245e+004,7.111681e+004,,8.060180e+002,3.582395e+004,3.397028e+004,3.396882e+004,3.398868e+004,3.401808e+004,3.545746e+004,3.396123e+004,3.555840e+004
6.807620e+002,7.154140e+004,6.792599e+004,6.792307e+004,6.796324e+004,6.802391e+004,7.112527e+004,6.790775e+004,7.133049e+004,,8.059180e+002,3.577070e+004,3.396300e+004,3.396154e+004,3.398162e+004,3.401196e+004,3.556263e+004,3.395387e+004,3.566525e+004
6.808620e+002,7.195910e+004,6.790968e+004,6.790674e+004,6.794737e+004,6.801056e+004,7.134592e+004,6.789129e+004,7.155512e+004,,8.058180e+002,3.597955e+004,3.395484e+004,3.395337e+004,3.397368e+004,3.400528e+004,3.567296e+004,3.394564e+004,3.577756e+004
6.809620e+002,7.224360e+004,6.789214e+004,6.788918e+004,6.793027e+004,6.799608e+004,7.157710e+004,6.787360e+004,7.179037e+004,,8.057180e+002,3.612180e+004,3.394607e+004,3.394459e+004,3.396514e+004,3.399804e+004,3.578855e+004,3.393680e+004,3.589519e+004
6.810620e+002,7.259500e+004,6.787310e+004,6.787013e+004,6.791168e+004,6.798010e+004,7.181846e+004,6.785442e+004,7.203579e+004,,8.056180e+002,3.629750e+004,3.393655e+004,3.393506e+004,3.395584e+004,3.399005e+004,3.590923e+004,3.392721e+004,3.601790e+004
6.811620e+002,7.264870e+004,6.785377e+004,6.785078e+004,6.789279e+004,6.796382e+004,7.207059e+004,6.783494e+004,7.229200e+004,,8.055180e+002,3.632435e+004,3.392688e+004,3.392539e+004,3.394639e+004,3.398191e+004,3.603530e+004,3.391747e+004,3.614600e+004
6.812620e+002,7.240480e+004,6.783535e+004,6.783235e+004,6.787481e+004,6.794846e+004,7.233444e+004,6.781637e+004,7.255994e+004,,8.054180e+002,3.620240e+004,3.391768e+004,3.391618e+004,3.393740e+004,3.397423e+004,3.616722e+004,3.390818e+004,3.627997e+004
6.813620e+002,7.272640e+004,6.781556e+004,6.781254e+004,6.785549e+004,6.793171e+004,7.260685e+004,6.779642e+004,7.283649e+004,,8.053180e+002,3.636320e+004,3.390778e+004,3.390627e+004,3.392775e+004,3.396585e+004,3.630343e+004,3.389821e+004,3.641825e+004
6.814620e+002,7.297030e+004,6.779470e+004,6.779166e+004,6.783517e+004,6.791389e+004,7.288757e+004,6.777539e+004,7.312142e+004,,8.052180e+002,3.648515e+004,3.389735e+004,3.389583e+004,3.391759e+004,3.395695e+004,3.644379e+004,3.388770e+004,3.656071e+004
6.815620e+002,7.304310e+004,6.777345e+004,6.777040e+004,6.781447e+004,6.789663e+004,7.317621e+004,6.775399e+004,7.341520e+004,,8.051180e+002,3.652155e+004,3.388673e+004,3.388520e+004,3.390724e+004,3.394831e+004,3.658811e+004,3.387699e+004,3.670760e+004
6.816620e+002,7.356480e+004,6.775000e+004,6.774693e+004,6.779157e+004,6.787731e+004,7.347005e+004,6.773038e+004,7.371434e+004,,8.050180e+002,3.678240e+004,3.387500e+004,3.387346e+004,3.389578e+004,3.393866e+004,3.673502e+004,3.386519e+004,3.685717e+004
6.817620e+002,7.410320e+004,6.772426e+004,6.772118e+004,6.776638e+004,6.785571e+004,7.376773e+004,6.770448e+004,7.401732e+004,,8.049180e+002,3.705160e+004,3.386213e+004,3.386059e+004,3.388319e+004,3.392786e+004,3.688386e+004,3.385224e+004,3.700866e+004
6.818620e+002,7.397430e+004,6.769895e+004,6.769585e+004,6.774161e+004,6.783453e+004,7.407072e+004,6.767901e+004,7.432562e+004,,8.048180e+002,3.698715e+004,3.384947e+004,3.384792e+004,3.387080e+004,3.391727e+004,3.703536e+004,3.383950e+004,3.716281e+004
6.819620e+002,7.453380e+004,6.767126e+004,6.766815e+004,6.771446e+004,6.781097e+004,7.437477e+004,6.765116e+004,7.463499e+004,,8.047180e+002,3.726690e+004,3.383563e+004,3.383407e+004,3.385723e+004,3.390549e+004,3.718738e+004,3.382558e+004,3.731749e+004
6.820620e+002,7.431190e+004,6.764437e+004,6.764124e+004,6.768810e+004,6.778820e+004,7.468151e+004,6.762409e+004,7.494706e+004,,8.046180e+002,3.715595e+004,3.382219e+004,3.382062e+004,3.384405e+004,3.389410e+004,3.734076e+004,3.381205e+004,3.747353e+004
6.821620e+002,7.512210e+004,6.761408e+004,6.761093e+004,6.765833e+004,6.776203e+004,7.498509e+004,6.759362e+004,7.525597e+004,,8.045180e+002,3.756105e+004,3.380704e+004,3.380546e+004,3.382917e+004,3.388102e+004,3.749255e+004,3.379681e+004,3.762798e+004
6.822620e+002,7.471680e+004,6.758531e+004,6.758214e+004,6.763010e+004,6.773884e+004,7.528870e+004,6.756468e+004,7.556636e+004,,8.044180e+002,3.735840e+004,3.379265e+004,3.379107e+004,3.381505e+004,3.386942e+004,3.764435e+004,3.378234e+004,3.778318e+004
6.823620e+002,7.572960e+004,6.755230e+004,6.754911e+004,6.759762e+004,6.771167e+004,7.558474e+004,6.753151e+004,7.586944e+004,,8.043180e+002,3.786480e+004,3.377615e+004,3.377456e+004,3.379881e+004,3.385584e+004,3.779237e+004,3.376575e+004,3.793472e+004
6.824620e+002,7.618610e+004,6.751731e+004,6.751410e+004,6.756328e+004,6.768252e+004,7.587359e+004,6.749634e+004,7.616544e+004,,8.042180e+002,3.809305e+004,3.375866e+004,3.375705e+004,3.378164e+004,3.384126e+004,3.793680e+004,3.374817e+004,3.808272e+004
6.825620e+002,7.550680e+004,6.748494e+004,6.748172e+004,6.753158e+004,6.765598e+004,7.615786e+004,6.746379e+004,7.645691e+004,,8.041180e+002,3.775340e+004,3.374247e+004,3.374086e+004,3.376579e+004,3.382799e+004,3.807893e+004,3.373190e+004,3.822846e+004
6.826620e+002,7.595490e+004,6.745062e+004,6.744739e+004,6.749793e+004,6.762749e+004,7.643109e+004,6.742929e+004,7.673735e+004,,8.040180e+002,3.797745e+004,3.372531e+004,3.372369e+004,3.374896e+004,3.381374e+004,3.821554e+004,3.371464e+004,3.836868e+004
6.827620e+002,7.671890e+004,6.741306e+004,6.740981e+004,6.746103e+004,6.759575e+004,7.668988e+004,6.739154e+004,7.700336e+004,,8.039180e+002,3.835945e+004,3.370653e+004,3.370491e+004,3.373052e+004,3.379788e+004,3.834494e+004,3.369577e+004,3.850168e+004
6.828620e+002,7.688580e+004,6.737467e+004,6.737140e+004,6.742330e+004,6.756318e+004,7.693485e+004,6.735296e+004,7.725555e+004,,8.038180e+002,3.844290e+004,3.368734e+004,3.368570e+004,3.371165e+004,3.378159e+004,3.846742e+004,3.367648e+004,3.862778e+004
6.829620e+002,7.778080e+004,6.733249e+004,6.732920e+004,6.738178e+004,6.752938e+004,7.716087e+004,6.731059e+004,7.749134e+004,,8.037180e+002,3.889040e+004,3.366625e+004,3.366460e+004,3.369089e+004,3.376469e+004,3.858043e+004,3.365530e+004,3.874567e+004
6.830620e+002,7.731560e+004,6.729203e+004,6.728872e+004,6.734198e+004,6.749777e+004,7.737187e+004,6.726994e+004,7.771260e+004,,8.036180e+002,3.865780e+004,3.364601e+004,3.364436e+004,3.367099e+004,3.374889e+004,3.868594e+004,3.363497e+004,3.885630e+004
6.831620e+002,7.744320e+004,6.725088e+004,6.724755e+004,6.730149e+004,6.746548e+004,7.756327e+004,6.722860e+004,7.791426e+004,,8.035180e+002,3.872160e+004,3.362544e+004,3.362377e+004,3.365075e+004,3.373274e+004,3.878164e+004,3.361430e+004,3.895713e+004
6.832620e+002,7.784650e+004,6.720793e+004,6.720459e+004,6.725920e+004,6.743139e+004,7.773269e+004,6.718546e+004,7.809395e+004,,8.034180e+002,3.892325e+004,3.360396e+004,3.360230e+004,3.362960e+004,3.371569e+004,3.886634e+004,3.359273e+004,3.904697e+004
6.833620e+002,7.845630e+004,6.716234e+004,6.715898e+004,6.721426e+004,6.739464e+004,7.787724e+004,6.713966e+004,7.824879e+004,,8.033180e+002,3.922815e+004,3.358117e+004,3.357949e+004,3.360713e+004,3.369732e+004,3.893862e+004,3.356983e+004,3.912439e+004
6.834620e+002,7.796660e+004,6.711855e+004,6.711517e+004,6.717115e+004,6.735969e+004,7.800038e+004,6.709567e+004,7.838225e+004,,8.032180e+002,3.898330e+004,3.355927e+004,3.355759e+004,3.358557e+004,3.367985e+004,3.900019e+004,3.354784e+004,3.919113e+004
6.835620e+002,7.841940e+004,6.707274e+004,6.706935e+004,6.712618e+004,6.732273e+004,7.809661e+004,6.704966e+004,7.848897e+004,,8.031180e+002,3.920970e+004,3.353637e+004,3.353467e+004,3.356309e+004,3.366136e+004,3.904830e+004,3.352483e+004,3.924448e+004
6.836620e+002,7.870880e+004,6.702558e+004,6.702216e+004,6.707985e+004,6.728975e+004,7.816585e+004,6.700229e+004,7.857404e+004,,8.030180e+002,3.935440e+004,3.351279e+004,3.351108e+004,3.353992e+004,3.364488e+004,3.908292e+004,3.350114e+004,3.928702e+004
6.837620e+002,7.897380e+004,6.697714e+004,6.697370e+004,6.703224e+004,6.725658e+004,7.820697e+004,6.695364e+004,7.863207e+004,,8.029180e+002,3.948690e+004,3.348857e+004,3.348685e+004,3.351612e+004,3.362829e+004,3.910348e+004,3.347682e+004,3.931603e+004
6.838620e+002,7.895620e+004,6.692858e+004,6.692512e+004,6.698452e+004,6.722329e+004,7.822066e+004,6.690487e+004,7.866268e+004,,8.028180e+002,3.947810e+004,3.346429e+004,3.346256e+004,3.349226e+004,3.361165e+004,3.911033e+004,3.345244e+004,3.933134e+004
6.839620e+002,7.897370e+004,6.687975e+004,6.687629e+004,6.693652e+004,6.718973e+004,7.820610e+004,6.685583e+004,7.866505e+004,,8.027180e+002,3.948685e+004,3.343987e+004,3.343815e+004,3.346826e+004,3.359487e+004,3.910305e+004,3.342792e+004,3.933253e+004
6.840620e+002,7.945890e+004,6.682877e+004,6.682529e+004,6.688635e+004,6.715400e+004,7.816123e+004,6.680462e+004,7.863713e+004,,8.026180e+002,3.972945e+004,3.341438e+004,3.341264e+004,3.344318e+004,3.357700e+004,3.908061e+004,3.340231e+004,3.931857e+004
6.841620e+002,7.916280e+004,6.677878e+004,6.677528e+004,6.683718e+004,6.711926e+004,7.808912e+004,6.675441e+004,7.858198e+004,,8.025180e+002,3.958140e+004,3.338939e+004,3.338764e+004,3.341859e+004,3.355963e+004,3.904456e+004,3.337720e+004,3.929099e+004
6.842620e+002,7.873590e+004,6.673032e+004,6.672680e+004,6.678953e+004,6.708605e+004,7.799045e+004,6.670573e+004,7.850026e+004,,8.024180e+002,3.936795e+004,3.336516e+004,3.336340e+004,3.339477e+004,3.354303e+004,3.899523e+004,3.335286e+004,3.925013e+004
6.843620e+002,7.898220e+004,6.668066e+004,6.667712e+004,6.674069e+004,6.706401e+004,7.786300e+004,6.665584e+004,7.840211e+004,,8.023180e+002,3.949110e+004,3.334033e+004,3.333856e+004,3.337035e+004,3.353200e+004,3.893150e+004,3.332792e+004,3.920106e+004
6.844620e+002,7.893020e+004,6.663102e+004,6.662745e+004,6.669186e+004,6.704462e+004,7.770840e+004,6.660597e+004,7.827947e+004,,8.022180e+002,3.946510e+004,3.331551e+004,3.331373e+004,3.334593e+004,3.352231e+004,3.885420e+004,3.330298e+004,3.913973e+004
6.845620e+002,7.836130e+004,6.658348e+004,6.657990e+004,6.664529e+004,6.702733e+004,7.752981e+004,6.655820e+004,7.813299e+004,,8.021180e+002,3.918065e+004,3.329174e+004,3.328995e+004,3.332264e+004,3.351367e+004,3.876490e+004,3.327910e+004,3.906650e+004
6.846620e+002,7.834430e+004,6.653583e+004,6.653224e+004,6.659869e+004,6.699003e+004,7.732572e+004,6.651031e+004,7.794126e+004,,8.020180e+002,3.917215e+004,3.326791e+004,3.326612e+004,3.329935e+004,3.349502e+004,3.866286e+004,3.325516e+004,3.897063e+004
6.847620e+002,7.787960e+004,6.648988e+004,6.648627e+004,6.655379e+004,6.697622e+004,7.709949e+004,6.646412e+004,7.774918e+004,,8.019180e+002,3.893980e+004,3.324494e+004,3.324313e+004,3.327690e+004,3.348811e+004,3.854975e+004,3.323206e+004,3.887459e+004
6.848620e+002,7.751540e+004,6.644522e+004,6.644159e+004,6.651018e+004,6.696746e+004,7.685171e+004,6.641921e+004,7.753932e+004,,8.018180e+002,3.875770e+004,3.322261e+004,3.322080e+004,3.325509e+004,3.348373e+004,3.842585e+004,3.320961e+004,3.876966e+004
6.849620e+002,7.761250e+004,6.639999e+004,6.639634e+004,6.646600e+004,6.696243e+004,7.658243e+004,6.637373e+004,7.731227e+004,,8.017180e+002,3.880625e+004,3.320000e+004,3.319817e+004,3.323300e+004,3.348122e+004,3.829122e+004,3.318687e+004,3.865613e+004
6.850620e+002,7.704640e+004,6.635687e+004,6.635320e+004,6.642393e+004,6.696445e+004,7.629557e+004,6.633037e+004,7.707256e+004,,8.016180e+002,3.852320e+004,3.317844e+004,3.317660e+004,3.321196e+004,3.348222e+004,3.814778e+004,3.316518e+004,3.853628e+004
6.851620e+002,7.695460e+004,6.631395e+004,6.631026e+004,6.638205e+004,6.697223e+004,7.599137e+004,6.628720e+004,7.682108e+004,,8.015180e+002,3.847730e+004,3.315698e+004,3.315513e+004,3.319103e+004,3.348612e+004,3.799569e+004,3.314360e+004,3.841054e+004
6.852620e+002,7.663170e+004,6.627217e+004,6.626847e+004,6.634132e+004,6.698747e+004,7.567227e+004,6.624516e+004,7.656104e+004,,8.014180e+002,3.831585e+004,3.313609e+004,3.313424e+004,3.317066e+004,3.349373e+004,3.783614e+004,3.312258e+004,3.828052e+004
6.853620e+002,7.596880e+004,6.623293e+004,6.622921e+004,6.630310e+004,6.701243e+004,7.534186e+004,6.620565e+004,7.629692e+004,,8.013180e+002,3.798440e+004,3.311646e+004,3.311461e+004,3.315155e+004,3.350622e+004,3.767093e+004,3.310283e+004,3.814846e+004
6.854620e+002,7.568160e+004,6.619470e+004,6.619096e+004,6.626590e+004,6.704650e+004,7.500036e+004,6.616715e+004,7.602982e+004,,8.012180e+002,3.784080e+004,3.309735e+004,3.309548e+004,3.313295e+004,3.352325e+004,3.750018e+004,3.308358e+004,3.801491e+004
6.855620e+002,7.568900e+004,6.615629e+004,6.615253e+004,6.622850e+004,6.708948e+004,7.464871e+004,6.612846e+004,7.576166e+004,,8.011180e+002,3.784450e+004,3.307814e+004,3.307626e+004,3.311425e+004,3.354474e+004,3.732435e+004,3.306423e+004,3.788083e+004
6.856620e+002,7.526220e+004,6.611945e+004,6.611567e+004,6.619303e+004,6.714427e+004,7.429055e+004,6.609135e+004,7.549757e+004,,8.010180e+002,3.763110e+004,3.305972e+004,3.305783e+004,3.309651e+004,3.357214e+004,3.714527e+004,3.304567e+004,3.774878e+004
6.857620e+002,7.466260e+004,6.608490e+004,6.608109e+004,6.615985e+004,6.721282e+004,7.392861e+004,6.605652e+004,7.524118e+004,,8.009180e+002,3.733130e+004,3.304245e+004,3.304055e+004,3.307992e+004,3.360641e+004,3.696430e+004,3.302826e+004,3.762059e+004
6.858620e+002,7.482930e+004,6.604952e+004,6.604570e+004,6.612584e+004,6.729326e+004,7.356167e+004,6.602087e+004,7.499249e+004,,8.008180e+002,3.741465e+004,3.302476e+004,3.302285e+004,3.306292e+004,3.364663e+004,3.678083e+004,3.301044e+004,3.749625e+004
6.859620e+002,7.508240e+004,6.601298e+004,6.600916e+004,6.609067e+004,6.738659e+004,7.319125e+004,6.598405e+004,7.475443e+004,,8.007180e+002,3.754120e+004,3.300649e+004,3.300458e+004,3.304533e+004,3.369330e+004,3.659562e+004,3.299203e+004,3.737721e+004
6.860620e+002,7.409300e+004,6.598034e+004,6.597649e+004,6.605936e+004,6.749946e+004,7.282418e+004,6.595111e+004,7.453540e+004,,8.006180e+002,3.704650e+004,3.299017e+004,3.298825e+004,3.302968e+004,3.374973e+004,3.641209e+004,3.297555e+004,3.726770e+004
6.861620e+002,7.400570e+004,6.594791e+004,6.594404e+004,6.602828e+004,6.762960e+004,7.245850e+004,6.591838e+004,7.433483e+004,,8.005180e+002,3.700285e+004,3.297396e+004,3.297202e+004,3.301414e+004,3.381480e+004,3.622925e+004,3.295919e+004,3.716741e+004
6.862620e+002,7.372570e+004,6.591649e+004,6.591260e+004,6.599820e+004,6.777937e+004,7.209658e+004,6.588665e+004,7.415663e+004,,8.004180e+002,3.686285e+004,3.295825e+004,3.295630e+004,3.299910e+004,3.388969e+004,3.604829e+004,3.294333e+004,3.707832e+004
6.863620e+002,7.341660e+004,6.588620e+004,6.588229e+004,6.596925e+004,6.795057e+004,7.174005e+004,6.585606e+004,7.400413e+004,,8.003180e+002,3.670830e+004,3.294310e+004,3.294114e+004,3.298462e+004,3.397529e+004,3.587003e+004,3.292803e+004,3.700207e+004
6.864620e+002,7.416940e+004,6.585273e+004,6.584879e+004,6.593711e+004,6.814051e+004,7.138592e+004,6.582228e+004,7.387594e+004,,8.002180e+002,3.708470e+004,3.292636e+004,3.292440e+004,3.296856e+004,3.407026e+004,3.569296e+004,3.291114e+004,3.693797e+004
6.865620e+002,7.379490e+004,6.582064e+004,6.581669e+004,6.590636e+004,6.835525e+004,7.104004e+004,6.578988e+004,7.377944e+004,,8.001180e+002,3.689745e+004,3.291032e+004,3.290834e+004,3.295318e+004,3.417763e+004,3.552002e+004,3.289494e+004,3.688972e+004
6.866620e+002,7.367150e+004,6.578892e+004,6.578498e+004,6.587618e+004,6.859532e+004,7.070241e+004,6.575786e+004,7.371636e+004,,8.000180e+002,3.683575e+004,3.289446e+004,3.289249e+004,3.293809e+004,3.429766e+004,3.535120e+004,3.287893e+004,3.685818e+004
6.867620e+002,7.345340e+004,6.575799e+004,6.575402e+004,6.584704e+004,6.886274e+004,7.037451e+004,6.572659e+004,7.368995e+004,,7.999180e+002,3.672670e+004,3.287900e+004,3.287701e+004,3.292352e+004,3.443137e+004,3.518725e+004,3.286330e+004,3.684497e+004
6.868620e+002,7.368600e+004,6.572599e+004,6.572200e+004,6.581684e+004,6.915681e+004,7.005516e+004,6.569425e+004,7.369979e+004,,7.998180e+002,3.684300e+004,3.286299e+004,3.286100e+004,3.290842e+004,3.457840e+004,3.502758e+004,3.284712e+004,3.684990e+004
6.869620e+002,7.329240e+004,6.569545e+004,6.569144e+004,6.578810e+004,6.948119e+004,6.974781e+004,6.566338e+004,7.375049e+004,,7.997180e+002,3.664620e+004,3.284773e+004,3.284572e+004,3.289405e+004,3.474059e+004,3.487390e+004,3.283169e+004,3.687525e+004
6.870620e+002,7.403620e+004,6.566177e+004,6.565773e+004,6.575622e+004,6.983239e+004,6.944818e+004,6.562935e+004,7.383887e+004,,7.996180e+002,3.701810e+004,3.283089e+004,3.282887e+004,3.287811e+004,3.491619e+004,3.472409e+004,3.281468e+004,3.691943e+004
6.871620e+002,7.412300e+004,6.562760e+004,6.562354e+004,6.572384e+004,7.021363e+004,6.915958e+004,6.559484e+004,7.396882e+004,,7.995180e+002,3.706150e+004,3.281380e+004,3.281177e+004,3.286192e+004,3.510681e+004,3.457979e+004,3.279742e+004,3.698441e+004
6.872620e+002,7.380080e+004,6.559459e+004,6.559053e+004,6.569264e+004,7.062684e+004,6.888378e+004,6.556150e+004,7.414238e+004,,7.994180e+002,3.690040e+004,3.279730e+004,3.279526e+004,3.284632e+004,3.531342e+004,3.444189e+004,3.278075e+004,3.707119e+004
6.873620e+002,7.397030e+004,6.556078e+004,6.555672e+004,6.566061e+004,7.107008e+004,6.861918e+004,6.552733e+004,7.435804e+004,,7.993180e+002,3.698515e+004,3.278039e+004,3.277836e+004,3.283030e+004,3.553504e+004,3.430959e+004,3.276367e+004,3.717902e+004
6.874620e+002,7.474400e+004,6.552371e+004,6.551962e+004,6.562529e+004,7.154062e+004,6.836325e+004,6.548988e+004,7.461296e+004,,7.992180e+002,3.737200e+004,3.276185e+004,3.275981e+004,3.281265e+004,3.577031e+004,3.418163e+004,3.274494e+004,3.730648e+004
6.875620e+002,7.487960e+004,6.548593e+004,6.548182e+004,6.558928e+004,7.203997e+004,6.811870e+004,6.545173e+004,7.490878e+004,,7.991180e+002,3.743980e+004,3.274297e+004,3.274091e+004,3.279464e+004,3.601998e+004,3.405935e+004,3.272586e+004,3.745439e+004
6.876620e+002,7.529120e+004,6.544633e+004,6.544220e+004,6.555143e+004,7.256566e+004,6.788421e+004,6.541175e+004,7.524283e+004,,7.990180e+002,3.764560e+004,3.272317e+004,3.272110e+004,3.277572e+004,3.628283e+004,3.394210e+004,3.270587e+004,3.762142e+004
6.877620e+002,7.609010e+004,6.540332e+004,6.539916e+004,6.551076e+004,7.311446e+004,6.765809e+004,6.536836e+004,7.561235e+004,,7.989180e+002,3.804505e+004,3.270166e+004,3.269958e+004,3.275538e+004,3.655723e+004,3.382905e+004,3.268418e+004,3.780617e+004
6.878620e+002,7.647980e+004,6.535855e+004,6.535437e+004,6.546847e+004,7.368543e+004,6.744172e+004,6.532321e+004,7.601569e+004,,7.988180e+002,3.823990e+004,3.267927e+004,3.267719e+004,3.273424e+004,3.684271e+004,3.372086e+004,3.266161e+004,3.800785e+004
6.879620e+002,7.641210e+004,6.531387e+004,6.530970e+004,6.542628e+004,7.427745e+004,6.723665e+004,6.527815e+004,7.645134e+004,,7.987180e+002,3.820605e+004,3.265693e+004,3.265485e+004,3.271314e+004,3.713873e+004,3.361832e+004,3.263908e+004,3.822567e+004
6.880620e+002,7.683980e+004,6.526730e+004,6.526313e+004,6.538217e+004,7.488510e+004,6.704053e+004,6.523118e+004,7.691352e+004,,7.986180e+002,3.841990e+004,3.263365e+004,3.263156e+004,3.269108e+004,3.744255e+004,3.352026e+004,3.261559e+004,3.845676e+004
6.881620e+002,7.753140e+004,6.521774e+004,6.521355e+004,6.533505e+004,7.550325e+004,6.685184e+004,6.518120e+004,7.739664e+004,,7.985180e+002,3.876570e+004,3.260887e+004,3.260677e+004,3.266753e+004,3.775162e+004,3.342592e+004,3.259060e+004,3.869832e+004
6.882620e+002,7.772070e+004,6.516721e+004,6.516300e+004,6.528697e+004,7.612929e+004,6.667224e+004,6.513025e+004,7.789773e+004,,7.984180e+002,3.886035e+004,3.258361e+004,3.258150e+004,3.264348e+004,3.806465e+004,3.333612e+004,3.256512e+004,3.894886e+004
6.883620e+002,7.841570e+004,6.511366e+004,6.510942e+004,6.523585e+004,7.675618e+004,6.649912e+004,6.507626e+004,7.840917e+004,,7.983180e+002,3.920785e+004,3.255683e+004,3.255471e+004,3.261792e+004,3.837809e+004,3.324956e+004,3.253813e+004,3.920458e+004
6.884620e+002,7.880570e+004,6.505829e+004,6.505403e+004,6.518292e+004,7.737964e+004,6.633335e+004,6.502048e+004,7.892634e+004,,7.982180e+002,3.940285e+004,3.252915e+004,3.252702e+004,3.259146e+004,3.868982e+004,3.316668e+004,3.251024e+004,3.946317e+004
