"Cycle 1:CoEchem1:Co2p Scan"
,Characteristic Energy eV,1.486680e+003,Acquisition Time s,2.000000e+000
Name,,"Co 2p","Co 2p","Co 2p","Co 2p","Co 2p",
Position,,"780.56","782.07","786.19","796.93","802.59",
FWHM,,"3.36","3.36","6.00","3.53","5.19",
Area,,"10393.60","7912.32","12828.12","7306.91","6166.48",
Lineshape,,"LA(50)","LA(50)","LA(50)","LA(50)","LA(50)",
K.E.,Counts,"Co 2p","Co 2p","Co 2p","Co 2p","Co 2p",Background,Envelope,,B.E.,CPS,"Co 2p","Co 2p","Co 2p","Co 2p","Co 2p",Background CPS,Envelope CPS
6.790240e+002,2.734500e+004,2.729429e+004,2.729388e+004,2.730166e+004,2.730538e+004,2.748973e+004,2.729146e+004,2.751908e+004,,8.076560e+002,1.367250e+004,1.364714e+004,1.364694e+004,1.365083e+004,1.365269e+004,1.374487e+004,1.364573e+004,1.375954e+004
6.791240e+002,2.746300e+004,2.729353e+004,2.729312e+004,2.730098e+004,2.730488e+004,2.750413e+004,2.729069e+004,2.753388e+004,,8.075560e+002,1.373150e+004,1.364677e+004,1.364656e+004,1.365049e+004,1.365244e+004,1.375206e+004,1.364534e+004,1.376694e+004
6.792240e+002,2.754240e+004,2.729241e+004,2.729200e+004,2.729994e+004,2.730401e+004,2.751938e+004,2.728955e+004,2.754954e+004,,8.074560e+002,1.377120e+004,1.364621e+004,1.364600e+004,1.364997e+004,1.365200e+004,1.375969e+004,1.364477e+004,1.377477e+004
6.793240e+002,2.745620e+004,2.729168e+004,2.729126e+004,2.729928e+004,2.730353e+004,2.753630e+004,2.728880e+004,2.756688e+004,,8.073560e+002,1.372810e+004,1.364584e+004,1.364563e+004,1.364964e+004,1.365177e+004,1.376815e+004,1.364440e+004,1.378344e+004
6.794240e+002,2.774900e+004,2.728962e+004,2.728920e+004,2.729730e+004,2.730178e+004,2.755326e+004,2.728671e+004,2.758430e+004,,8.072560e+002,1.387450e+004,1.364481e+004,1.364460e+004,1.364865e+004,1.365089e+004,1.377663e+004,1.364336e+004,1.379215e+004
6.795240e+002,2.763210e+004,2.728808e+004,2.728766e+004,2.729584e+004,2.730054e+004,2.757216e+004,2.728515e+004,2.760369e+004,,8.071560e+002,1.381605e+004,1.364404e+004,1.364383e+004,1.364792e+004,1.365027e+004,1.378608e+004,1.364257e+004,1.380184e+004
6.796240e+002,2.775940e+004,2.728595e+004,2.728553e+004,2.729381e+004,2.729873e+004,2.759198e+004,2.728300e+004,2.762399e+004,,8.070560e+002,1.387970e+004,1.364298e+004,1.364277e+004,1.364691e+004,1.364936e+004,1.379599e+004,1.364150e+004,1.381200e+004
6.797240e+002,2.764320e+004,2.728435e+004,2.728392e+004,2.729230e+004,2.729743e+004,2.761388e+004,2.728137e+004,2.764638e+004,,8.069560e+002,1.382160e+004,1.364217e+004,1.364196e+004,1.364615e+004,1.364871e+004,1.380694e+004,1.364069e+004,1.382319e+004
6.798240e+002,2.762400e+004,2.728282e+004,2.728239e+004,2.729086e+004,2.729621e+004,2.763749e+004,2.727982e+004,2.767048e+004,,8.068560e+002,1.381200e+004,1.364141e+004,1.364120e+004,1.364543e+004,1.364810e+004,1.381874e+004,1.363991e+004,1.383524e+004
6.799240e+002,2.751630e+004,2.728177e+004,2.728134e+004,2.728990e+004,2.729547e+004,2.766326e+004,2.727875e+004,2.769673e+004,,8.067560e+002,1.375815e+004,1.364089e+004,1.364067e+004,1.364495e+004,1.364773e+004,1.383163e+004,1.363938e+004,1.384837e+004
6.800240e+002,2.760280e+004,2.728033e+004,2.727990e+004,2.728855e+004,2.729438e+004,2.769036e+004,2.727729e+004,2.772438e+004,,8.066560e+002,1.380140e+004,1.364016e+004,1.363995e+004,1.364427e+004,1.364719e+004,1.384518e+004,1.363864e+004,1.386219e+004
6.801240e+002,2.777670e+004,2.727809e+004,2.727766e+004,2.728640e+004,2.729253e+004,2.771844e+004,2.727503e+004,2.775303e+004,,8.065560e+002,1.388835e+004,1.363905e+004,1.363883e+004,1.364320e+004,1.364627e+004,1.385922e+004,1.363751e+004,1.387651e+004
6.802240e+002,2.761530e+004,2.727658e+004,2.727614e+004,2.728498e+004,2.729140e+004,2.774905e+004,2.727349e+004,2.778421e+004,,8.064560e+002,1.380765e+004,1.363829e+004,1.363807e+004,1.364249e+004,1.364570e+004,1.387453e+004,1.363674e+004,1.389210e+004
6.803240e+002,2.789160e+004,2.727380e+004,2.727337e+004,2.728229e+004,2.728901e+004,2.778026e+004,2.727069e+004,2.781598e+004,,8.063560e+002,1.394580e+004,1.363690e+004,1.363668e+004,1.364115e+004,1.364451e+004,1.389013e+004,1.363534e+004,1.390799e+004
6.804240e+002,2.788470e+004,2.727105e+004,2.727061e+004,2.727963e+004,2.728665e+004,2.781334e+004,2.726791e+004,2.784964e+004,,8.062560e+002,1.394235e+004,1.363552e+004,1.363530e+004,1.363981e+004,1.364332e+004,1.390667e+004,1.363395e+004,1.392482e+004
6.805240e+002,2.779470e+004,2.726869e+004,2.726825e+004,2.727736e+004,2.728467e+004,2.784868e+004,2.726552e+004,2.788554e+004,,8.061560e+002,1.389735e+004,1.363434e+004,1.363412e+004,1.363868e+004,1.364234e+004,1.392434e+004,1.363276e+004,1.394277e+004
6.806240e+002,2.768120e+004,2.726683e+004,2.726639e+004,2.727561e+004,2.728321e+004,2.788637e+004,2.726364e+004,2.792384e+004,,8.060560e+002,1.384060e+004,1.363342e+004,1.363320e+004,1.363780e+004,1.364161e+004,1.394318e+004,1.363182e+004,1.396192e+004
6.807240e+002,2.773810e+004,2.726471e+004,2.726427e+004,2.727360e+004,2.728159e+004,2.792563e+004,2.726150e+004,2.796381e+004,,8.059560e+002,1.386905e+004,1.363235e+004,1.363213e+004,1.363680e+004,1.364079e+004,1.396282e+004,1.363075e+004,1.398190e+004
6.808240e+002,2.773740e+004,2.726258e+004,2.726214e+004,2.727158e+004,2.727995e+004,2.796669e+004,2.725934e+004,2.800557e+004,,8.058560e+002,1.386870e+004,1.363129e+004,1.363107e+004,1.363579e+004,1.363998e+004,1.398334e+004,1.362967e+004,1.400278e+004
6.809240e+002,2.795290e+004,2.725947e+004,2.725902e+004,2.726858e+004,2.727734e+004,2.800852e+004,2.725620e+004,2.804811e+004,,8.057560e+002,1.397645e+004,1.362973e+004,1.362951e+004,1.363429e+004,1.363867e+004,1.400426e+004,1.362810e+004,1.402405e+004
6.810240e+002,2.836170e+004,2.725449e+004,2.725404e+004,2.726371e+004,2.727285e+004,2.805018e+004,2.725120e+004,2.809047e+004,,8.056560e+002,1.418085e+004,1.362725e+004,1.362702e+004,1.363185e+004,1.363643e+004,1.402509e+004,1.362560e+004,1.404524e+004
6.811240e+002,2.809160e+004,2.725072e+004,2.725026e+004,2.726004e+004,2.726957e+004,2.809464e+004,2.724740e+004,2.813564e+004,,8.055560e+002,1.404580e+004,1.362536e+004,1.362513e+004,1.363002e+004,1.363479e+004,1.404732e+004,1.362370e+004,1.406782e+004
6.812240e+002,2.806050e+004,2.724706e+004,2.724661e+004,2.725650e+004,2.726641e+004,2.814073e+004,2.724372e+004,2.818244e+004,,8.054560e+002,1.403025e+004,1.362353e+004,1.362330e+004,1.362825e+004,1.363321e+004,1.407037e+004,1.362186e+004,1.409122e+004
6.813240e+002,2.829820e+004,2.724232e+004,2.724186e+004,2.725186e+004,2.726225e+004,2.818712e+004,2.723894e+004,2.822963e+004,,8.053560e+002,1.414910e+004,1.362116e+004,1.362093e+004,1.362593e+004,1.363113e+004,1.409356e+004,1.361947e+004,1.411482e+004
6.814240e+002,2.827200e+004,2.723767e+004,2.723721e+004,2.724732e+004,2.725825e+004,2.823486e+004,2.723427e+004,2.827823e+004,,8.052560e+002,1.413600e+004,1.361883e+004,1.361861e+004,1.362366e+004,1.362913e+004,1.411743e+004,1.361713e+004,1.413912e+004
6.815240e+002,2.846150e+004,2.723214e+004,2.723168e+004,2.724190e+004,2.725338e+004,2.828283e+004,2.722872e+004,2.832707e+004,,8.051560e+002,1.423075e+004,1.361607e+004,1.361584e+004,1.362095e+004,1.362669e+004,1.414141e+004,1.361436e+004,1.416353e+004
6.816240e+002,2.834360e+004,2.722713e+004,2.722666e+004,2.723699e+004,2.724901e+004,2.833223e+004,2.722367e+004,2.837734e+004,,8.050560e+002,1.417180e+004,1.361356e+004,1.361333e+004,1.361850e+004,1.362450e+004,1.416612e+004,1.361183e+004,1.418867e+004
6.817240e+002,2.855660e+004,2.722112e+004,2.722066e+004,2.723112e+004,2.724365e+004,2.838140e+004,2.721764e+004,2.842740e+004,,8.049560e+002,1.427830e+004,1.361056e+004,1.361033e+004,1.361556e+004,1.362183e+004,1.419070e+004,1.360882e+004,1.421370e+004
6.818240e+002,2.843640e+004,2.721564e+004,2.721517e+004,2.722576e+004,2.723881e+004,2.843163e+004,2.721212e+004,2.847852e+004,,8.048560e+002,1.421820e+004,1.360782e+004,1.360758e+004,1.361288e+004,1.361941e+004,1.421581e+004,1.360606e+004,1.423926e+004
6.819240e+002,2.841970e+004,2.721020e+004,2.720973e+004,2.722046e+004,2.723404e+004,2.848222e+004,2.720666e+004,2.853003e+004,,8.047560e+002,1.420985e+004,1.360510e+004,1.360487e+004,1.361023e+004,1.361702e+004,1.424111e+004,1.360333e+004,1.426502e+004
6.820240e+002,2.865100e+004,2.720369e+004,2.720322e+004,2.721409e+004,2.722841e+004,2.853184e+004,2.720012e+004,2.858078e+004,,8.046560e+002,1.432550e+004,1.360185e+004,1.360161e+004,1.360704e+004,1.361420e+004,1.426592e+004,1.360006e+004,1.429039e+004
6.821240e+002,2.867260e+004,2.719706e+004,2.719659e+004,2.720759e+004,2.722265e+004,2.858118e+004,2.719346e+004,2.863124e+004,,8.045560e+002,1.433630e+004,1.359853e+004,1.359829e+004,1.360379e+004,1.361133e+004,1.429059e+004,1.359673e+004,1.431562e+004
6.822240e+002,2.863720e+004,2.719056e+004,2.719008e+004,2.720122e+004,2.721702e+004,2.863023e+004,2.718692e+004,2.868142e+004,,8.044560e+002,1.431860e+004,1.359528e+004,1.359504e+004,1.360061e+004,1.360851e+004,1.431512e+004,1.359346e+004,1.434071e+004
6.823240e+002,2.889520e+004,2.718286e+004,2.718238e+004,2.719365e+004,2.721020e+004,2.867741e+004,2.717919e+004,2.872973e+004,,8.043560e+002,1.444760e+004,1.359143e+004,1.359119e+004,1.359683e+004,1.360510e+004,1.433870e+004,1.358960e+004,1.436486e+004
6.824240e+002,2.888590e+004,2.717516e+004,2.717468e+004,2.718609e+004,2.720338e+004,2.872364e+004,2.717147e+004,2.877709e+004,,8.042560e+002,1.444295e+004,1.358758e+004,1.358734e+004,1.359305e+004,1.360169e+004,1.436182e+004,1.358573e+004,1.438855e+004
6.825240e+002,2.881730e+004,2.716774e+004,2.716726e+004,2.717881e+004,2.719684e+004,2.876891e+004,2.716402e+004,2.882350e+004,,8.041560e+002,1.440865e+004,1.358387e+004,1.358363e+004,1.358940e+004,1.359842e+004,1.438446e+004,1.358201e+004,1.441175e+004
6.826240e+002,2.847090e+004,2.716186e+004,2.716138e+004,2.717306e+004,2.719203e+004,2.881421e+004,2.715810e+004,2.887013e+004,,8.040560e+002,1.423545e+004,1.358093e+004,1.358069e+004,1.358653e+004,1.359602e+004,1.440711e+004,1.357905e+004,1.443506e+004
6.827240e+002,2.891530e+004,2.715394e+004,2.715346e+004,2.716527e+004,2.718535e+004,2.885566e+004,2.715015e+004,2.891307e+004,,8.039560e+002,1.445765e+004,1.357697e+004,1.357673e+004,1.358263e+004,1.359267e+004,1.442783e+004,1.357508e+004,1.445654e+004
6.828240e+002,2.906430e+004,2.714531e+004,2.714482e+004,2.715679e+004,2.717795e+004,2.889433e+004,2.714149e+004,2.895326e+004,,8.038560e+002,1.453215e+004,1.357266e+004,1.357241e+004,1.357840e+004,1.358898e+004,1.444716e+004,1.357074e+004,1.447663e+004
6.829240e+002,2.934010e+004,2.713540e+004,2.713490e+004,2.714704e+004,2.716927e+004,2.892935e+004,2.713154e+004,2.898982e+004,,8.037560e+002,1.467005e+004,1.356770e+004,1.356745e+004,1.357352e+004,1.358464e+004,1.446468e+004,1.356577e+004,1.449491e+004
6.830240e+002,2.916740e+004,2.712622e+004,2.712572e+004,2.713803e+004,2.716133e+004,2.896250e+004,2.712232e+004,2.902450e+004,,8.036560e+002,1.458370e+004,1.356311e+004,1.356286e+004,1.356902e+004,1.358066e+004,1.448125e+004,1.356116e+004,1.451225e+004
6.831240e+002,2.901600e+004,2.711768e+004,2.711719e+004,2.712966e+004,2.715402e+004,2.899342e+004,2.711375e+004,2.905696e+004,,8.035560e+002,1.450800e+004,1.355884e+004,1.355859e+004,1.356483e+004,1.357701e+004,1.449671e+004,1.355688e+004,1.452848e+004
6.832240e+002,2.921320e+004,2.710821e+004,2.710772e+004,2.712036e+004,2.714580e+004,2.902029e+004,2.710425e+004,2.908537e+004,,8.034560e+002,1.460660e+004,1.355411e+004,1.355386e+004,1.356018e+004,1.357290e+004,1.451015e+004,1.355213e+004,1.454269e+004
6.833240e+002,2.923830e+004,2.709859e+004,2.709809e+004,2.711090e+004,2.713805e+004,2.904363e+004,2.709459e+004,2.911089e+004,,8.033560e+002,1.461915e+004,1.354930e+004,1.354905e+004,1.355545e+004,1.356903e+004,1.452182e+004,1.354730e+004,1.455545e+004
6.834240e+002,2.940730e+004,2.708816e+004,2.708766e+004,2.710064e+004,2.712950e+004,2.906261e+004,2.708413e+004,2.913205e+004,,8.032560e+002,1.470365e+004,1.354408e+004,1.354383e+004,1.355032e+004,1.356475e+004,1.453130e+004,1.354206e+004,1.456602e+004
6.835240e+002,2.908340e+004,2.707915e+004,2.707864e+004,2.709179e+004,2.712236e+004,2.907926e+004,2.707508e+004,2.915088e+004,,8.031560e+002,1.454170e+004,1.353957e+004,1.353932e+004,1.354589e+004,1.356118e+004,1.453963e+004,1.353754e+004,1.457544e+004
6.836240e+002,2.918070e+004,2.706965e+004,2.706915e+004,2.708246e+004,2.711474e+004,2.909151e+004,2.706555e+004,2.916532e+004,,8.030560e+002,1.459035e+004,1.353483e+004,1.353457e+004,1.354123e+004,1.355737e+004,1.454576e+004,1.353277e+004,1.458266e+004
6.837240e+002,2.915670e+004,2.706023e+004,2.705972e+004,2.707320e+004,2.710719e+004,2.909978e+004,2.705609e+004,2.917577e+004,,8.029560e+002,1.457835e+004,1.353011e+004,1.352986e+004,1.353660e+004,1.355359e+004,1.454989e+004,1.352804e+004,1.458788e+004
6.838240e+002,2.909480e+004,2.705104e+004,2.705053e+004,2.706417e+004,2.709987e+004,2.910410e+004,2.704686e+004,2.918228e+004,,8.028560e+002,1.454740e+004,1.352552e+004,1.352526e+004,1.353209e+004,1.354993e+004,1.455205e+004,1.352343e+004,1.459114e+004
6.839240e+002,2.920150e+004,2.704133e+004,2.704081e+004,2.705465e+004,2.709269e+004,2.910361e+004,2.703711e+004,2.918465e+004,,8.027560e+002,1.460075e+004,1.352066e+004,1.352041e+004,1.352732e+004,1.354635e+004,1.455180e+004,1.351855e+004,1.459233e+004
6.840240e+002,2.909910e+004,2.703203e+004,2.703152e+004,2.704557e+004,2.708663e+004,2.909920e+004,2.702778e+004,2.918384e+004,,8.026560e+002,1.454955e+004,1.351602e+004,1.351576e+004,1.352278e+004,1.354331e+004,1.454960e+004,1.351389e+004,1.459192e+004
6.841240e+002,2.919440e+004,2.702227e+004,2.702175e+004,2.703601e+004,2.708009e+004,2.908997e+004,2.701797e+004,2.917820e+004,,8.025560e+002,1.459720e+004,1.351113e+004,1.351087e+004,1.351801e+004,1.354004e+004,1.454498e+004,1.350899e+004,1.458910e+004
6.842240e+002,2.923870e+004,2.701226e+004,2.701174e+004,2.702621e+004,2.707330e+004,2.907613e+004,2.700792e+004,2.916796e+004,,8.024560e+002,1.461935e+004,1.350613e+004,1.350587e+004,1.351311e+004,1.353665e+004,1.453806e+004,1.350396e+004,1.458398e+004
6.843240e+002,2.893570e+004,2.700357e+004,2.700305e+004,2.701774e+004,2.706785e+004,2.905928e+004,2.699920e+004,2.915470e+004,,8.023560e+002,1.446785e+004,1.350178e+004,1.350153e+004,1.350887e+004,1.353392e+004,1.452964e+004,1.349960e+004,1.457735e+004
6.844240e+002,2.931870e+004,2.699311e+004,2.699259e+004,2.700749e+004,2.706062e+004,2.903636e+004,2.698870e+004,2.913538e+004,,8.022560e+002,1.465935e+004,1.349656e+004,1.349630e+004,1.350374e+004,1.353031e+004,1.451818e+004,1.349435e+004,1.456769e+004
6.845240e+002,2.896910e+004,2.698419e+004,2.698367e+004,2.699877e+004,2.705492e+004,2.901074e+004,2.697974e+004,2.911336e+004,,8.021560e+002,1.448455e+004,1.349210e+004,1.349183e+004,1.349939e+004,1.352746e+004,1.450537e+004,1.348987e+004,1.455668e+004
6.846240e+002,2.887170e+004,2.697567e+004,2.697514e+004,2.699046e+004,2.705267e+004,2.898144e+004,2.697117e+004,2.909070e+004,,8.020560e+002,1.443585e+004,1.348784e+004,1.348757e+004,1.349523e+004,1.352634e+004,1.449072e+004,1.348559e+004,1.454535e+004
6.847240e+002,2.906300e+004,2.696625e+004,2.696572e+004,2.698124e+004,2.704964e+004,2.894729e+004,2.696171e+004,2.906331e+004,,8.019560e+002,1.453150e+004,1.348312e+004,1.348286e+004,1.349062e+004,1.352482e+004,1.447364e+004,1.348085e+004,1.453166e+004
6.848240e+002,2.921740e+004,2.695608e+004,2.695555e+004,2.697129e+004,2.704587e+004,2.890860e+004,2.695150e+004,2.903140e+004,,8.018560e+002,1.460870e+004,1.347804e+004,1.347778e+004,1.348564e+004,1.352293e+004,1.445430e+004,1.347575e+004,1.451570e+004
6.849240e+002,2.889000e+004,2.694735e+004,2.694682e+004,2.696276e+004,2.703969e+004,2.886774e+004,2.694272e+004,2.899347e+004,,8.017560e+002,1.444500e+004,1.347368e+004,1.347341e+004,1.348138e+004,1.351985e+004,1.443387e+004,1.347136e+004,1.449673e+004
6.850240e+002,2.913270e+004,2.693748e+004,2.693695e+004,2.695313e+004,2.703698e+004,2.882232e+004,2.693281e+004,2.895562e+004,,8.016560e+002,1.456635e+004,1.346874e+004,1.346848e+004,1.347657e+004,1.351849e+004,1.441116e+004,1.346641e+004,1.447781e+004
6.851240e+002,2.892480e+004,2.692852e+004,2.692798e+004,2.694444e+004,2.703607e+004,2.877461e+004,2.692380e+004,2.891642e+004,,8.015560e+002,1.446240e+004,1.346426e+004,1.346399e+004,1.347222e+004,1.351804e+004,1.438730e+004,1.346190e+004,1.445821e+004
6.852240e+002,2.865190e+004,2.692074e+004,2.692020e+004,2.693693e+004,2.703741e+004,2.872515e+004,2.691598e+004,2.887654e+004,,8.014560e+002,1.432595e+004,1.346037e+004,1.346010e+004,1.346847e+004,1.351871e+004,1.436258e+004,1.345799e+004,1.443827e+004
6.853240e+002,2.848550e+004,2.691369e+004,2.691314e+004,2.693014e+004,2.704068e+004,2.867373e+004,2.690887e+004,2.883589e+004,,8.013560e+002,1.424275e+004,1.345684e+004,1.345657e+004,1.346507e+004,1.352034e+004,1.433687e+004,1.345444e+004,1.441795e+004
6.854240e+002,2.867870e+004,2.690572e+004,2.690518e+004,2.692245e+004,2.704443e+004,2.861898e+004,2.690086e+004,2.879332e+004,,8.012560e+002,1.433935e+004,1.345286e+004,1.345259e+004,1.346123e+004,1.352222e+004,1.430949e+004,1.345043e+004,1.439666e+004
6.855240e+002,2.885470e+004,2.689693e+004,2.689638e+004,2.691393e+004,2.704894e+004,2.856125e+004,2.689202e+004,2.874934e+004,,8.011560e+002,1.442735e+004,1.344846e+004,1.344819e+004,1.345696e+004,1.352447e+004,1.428063e+004,1.344601e+004,1.437467e+004
6.856240e+002,2.870490e+004,2.688877e+004,2.688823e+004,2.690604e+004,2.705589e+004,2.850229e+004,2.688382e+004,2.870595e+004,,8.010560e+002,1.435245e+004,1.344438e+004,1.344411e+004,1.345302e+004,1.352795e+004,1.425114e+004,1.344191e+004,1.435297e+004
6.857240e+002,2.857300e+004,2.688118e+004,2.688063e+004,2.689871e+004,2.706546e+004,2.844229e+004,2.687617e+004,2.866357e+004,,8.009560e+002,1.428650e+004,1.344059e+004,1.344031e+004,1.344936e+004,1.353273e+004,1.422114e+004,1.343809e+004,1.433179e+004
6.858240e+002,2.831400e+004,2.687472e+004,2.687417e+004,2.689252e+004,2.707849e+004,2.838212e+004,2.686966e+004,2.862336e+004,,8.008560e+002,1.415700e+004,1.343736e+004,1.343708e+004,1.344626e+004,1.353925e+004,1.419106e+004,1.343483e+004,1.431168e+004
6.859240e+002,2.859820e+004,2.686695e+004,2.686639e+004,2.688501e+004,2.709282e+004,2.831961e+004,2.686184e+004,2.858342e+004,,8.007560e+002,1.429910e+004,1.343347e+004,1.343320e+004,1.344251e+004,1.354641e+004,1.415981e+004,1.343092e+004,1.429171e+004
6.860240e+002,2.852920e+004,2.685945e+004,2.685890e+004,2.687779e+004,2.711037e+004,2.825663e+004,2.685430e+004,2.854595e+004,,8.006560e+002,1.426460e+004,1.342973e+004,1.342945e+004,1.343889e+004,1.355519e+004,1.412832e+004,1.342715e+004,1.427298e+004
6.861240e+002,2.843320e+004,2.685236e+004,2.685180e+004,2.687099e+004,2.713159e+004,2.819357e+004,2.684715e+004,2.851172e+004,,8.005560e+002,1.421660e+004,1.342618e+004,1.342590e+004,1.343550e+004,1.356580e+004,1.409678e+004,1.342358e+004,1.425586e+004
6.862240e+002,2.868460e+004,2.684409e+004,2.684354e+004,2.686309e+004,2.715528e+004,2.812911e+004,2.683883e+004,2.847978e+004,,8.004560e+002,1.434230e+004,1.342205e+004,1.342177e+004,1.343155e+004,1.357764e+004,1.406456e+004,1.341942e+004,1.423989e+004
6.863240e+002,2.826650e+004,2.683769e+004,2.683713e+004,2.685704e+004,2.718484e+004,2.806654e+004,2.683237e+004,2.845375e+004,,8.003560e+002,1.413325e+004,1.341884e+004,1.341857e+004,1.342852e+004,1.359242e+004,1.403327e+004,1.341619e+004,1.422687e+004
6.864240e+002,2.851490e+004,2.683013e+004,2.682957e+004,2.684984e+004,2.721765e+004,2.800308e+004,2.682476e+004,2.843123e+004,,8.002560e+002,1.425745e+004,1.341507e+004,1.341478e+004,1.342492e+004,1.360882e+004,1.400154e+004,1.341238e+004,1.421562e+004
6.865240e+002,2.858590e+004,2.682222e+004,2.682165e+004,2.684228e+004,2.725489e+004,2.793975e+004,2.681679e+004,2.841364e+004,,8.001560e+002,1.429295e+004,1.341111e+004,1.341083e+004,1.342114e+004,1.362745e+004,1.396987e+004,1.340839e+004,1.420682e+004
6.866240e+002,2.842950e+004,2.681497e+004,2.681441e+004,2.683539e+004,2.729799e+004,2.787778e+004,2.680949e+004,2.840259e+004,,8.000560e+002,1.421475e+004,1.340749e+004,1.340720e+004,1.341770e+004,1.364899e+004,1.393889e+004,1.340474e+004,1.420129e+004
6.867240e+002,2.852330e+004,2.680727e+004,2.680671e+004,2.682805e+004,2.734618e+004,2.781624e+004,2.680173e+004,2.839752e+004,,7.999560e+002,1.426165e+004,1.340364e+004,1.340335e+004,1.341402e+004,1.367309e+004,1.390812e+004,1.340087e+004,1.419876e+004
6.868240e+002,2.843720e+004,2.679993e+004,2.679937e+004,2.682106e+004,2.740065e+004,2.775612e+004,2.679433e+004,2.839980e+004,,7.998560e+002,1.421860e+004,1.339996e+004,1.339968e+004,1.341053e+004,1.370032e+004,1.387806e+004,1.339717e+004,1.419990e+004
6.869240e+002,2.838470e+004,2.679279e+004,2.679223e+004,2.681427e+004,2.746156e+004,2.769742e+004,2.678713e+004,2.840974e+004,,7.997560e+002,1.419235e+004,1.339640e+004,1.339611e+004,1.340714e+004,1.373078e+004,1.384871e+004,1.339357e+004,1.420487e+004
6.870240e+002,2.855140e+004,2.678487e+004,2.678430e+004,2.680670e+004,2.752822e+004,2.763929e+004,2.677915e+004,2.842679e+004,,7.996560e+002,1.427570e+004,1.339243e+004,1.339215e+004,1.340335e+004,1.376411e+004,1.381965e+004,1.338957e+004,1.421339e+004
6.871240e+002,2.835690e+004,2.677779e+004,2.677722e+004,2.679997e+004,2.760251e+004,2.758348e+004,2.677201e+004,2.845293e+004,,7.995560e+002,1.417845e+004,1.338890e+004,1.338861e+004,1.339999e+004,1.380125e+004,1.379174e+004,1.338600e+004,1.422647e+004
6.872240e+002,2.879940e+004,2.676868e+004,2.676810e+004,2.679125e+004,2.768168e+004,2.752722e+004,2.676283e+004,2.848560e+004,,7.994560e+002,1.439970e+004,1.338434e+004,1.338405e+004,1.339563e+004,1.384084e+004,1.376361e+004,1.338142e+004,1.424280e+004
6.873240e+002,2.884080e+004,2.675934e+004,2.675876e+004,2.678240e+004,2.776763e+004,2.747239e+004,2.675343e+004,2.852680e+004,,7.993560e+002,1.442040e+004,1.337967e+004,1.337938e+004,1.339120e+004,1.388381e+004,1.373619e+004,1.337671e+004,1.426340e+004
6.874240e+002,2.885800e+004,2.674987e+004,2.674930e+004,2.677343e+004,2.786044e+004,2.741918e+004,2.674390e+004,2.857661e+004,,7.992560e+002,1.442900e+004,1.337494e+004,1.337465e+004,1.338671e+004,1.393022e+004,1.370959e+004,1.337195e+004,1.428830e+004
6.875240e+002,2.853600e+004,2.674183e+004,2.674126e+004,2.676587e+004,2.796152e+004,2.736919e+004,2.673579e+004,2.863649e+004,,7.991560e+002,1.426800e+004,1.337091e+004,1.337063e+004,1.338293e+004,1.398076e+004,1.368460e+004,1.336790e+004,1.431824e+004
6.876240e+002,2.857900e+004,2.673355e+004,2.673298e+004,2.675808e+004,2.806898e+004,2.732079e+004,2.672745e+004,2.870457e+004,,7.990560e+002,1.428950e+004,1.336678e+004,1.336649e+004,1.337904e+004,1.403449e+004,1.366040e+004,1.336373e+004,1.435229e+004
6.877240e+002,2.858770e+004,2.672520e+004,2.672463e+004,2.675021e+004,2.818259e+004,2.727417e+004,2.671903e+004,2.878067e+004,,7.989560e+002,1.429385e+004,1.336260e+004,1.336231e+004,1.337511e+004,1.409130e+004,1.363708e+004,1.335952e+004,1.439033e+004
6.878240e+002,2.918010e+004,2.671413e+004,2.671355e+004,2.673963e+004,2.829921e+004,2.722668e+004,2.670790e+004,2.886163e+004,,7.988560e+002,1.459005e+004,1.335707e+004,1.335678e+004,1.336981e+004,1.414961e+004,1.361334e+004,1.335395e+004,1.443081e+004
6.879240e+002,2.927110e+004,2.670260e+004,2.670203e+004,2.672858e+004,2.842045e+004,2.718059e+004,2.669630e+004,2.894907e+004,,7.987560e+002,1.463555e+004,1.335130e+004,1.335101e+004,1.336429e+004,1.421023e+004,1.359030e+004,1.334815e+004,1.447454e+004
6.880240e+002,2.915220e+004,2.669156e+004,2.669098e+004,2.671802e+004,2.854644e+004,2.713684e+004,2.668518e+004,2.904312e+004,,7.986560e+002,1.457610e+004,1.334578e+004,1.334549e+004,1.335901e+004,1.427322e+004,1.356842e+004,1.334259e+004,1.452156e+004
6.881240e+002,2.922080e+004,2.668015e+004,2.667958e+004,2.670709e+004,2.867539e+004,2.709456e+004,2.667370e+004,2.914195e+004,,7.985560e+002,1.461040e+004,1.334008e+004,1.333979e+004,1.335355e+004,1.433769e+004,1.354728e+004,1.333685e+004,1.457098e+004
6.882240e+002,2.925840e+004,2.666853e+004,2.666796e+004,2.669595e+004,2.880636e+004,2.705383e+004,2.666201e+004,2.924459e+004,,7.984560e+002,1.462920e+004,1.333427e+004,1.333398e+004,1.334797e+004,1.440318e+004,1.352691e+004,1.333100e+004,1.462230e+004
6.883240e+002,2.928020e+004,2.665676e+004,2.665618e+004,2.668470e+004,2.893821e+004,2.701469e+004,2.665016e+004,2.934991e+004,,7.983560e+002,1.464010e+004,1.332838e+004,1.332809e+004,1.334235e+004,1.446910e+004,1.350735e+004,1.332508e+004,1.467496e+004
